author_id,conversation_id,created_at,entities,id,lang,possibly_sensitive,public_metrics,text,withheld,uuid
1.29E+18,1.51E+18,2022-03-31 16:37:07+00:00,"{'annotations': [{'end': 31, 'normalized_text': 'Ukraine', 'probability': 0.9714, 'start': 25, 'type': 'Place'}, {'end': 109, 'normalized_text': 'Russia', 'probability': 0.9396, 'start': 104, 'type': 'Place'}, {'end': 159, 'normalized_text': 'Ukraine', 'probability': 0.9824, 'start': 153, 'type': 'Place'}, {'end': 215, 'normalized_text': 'Kyiv', 'probability': 0.7985, 'start': 212, 'type': 'Place'}], 'urls': [{'description': 'Ukrainian president’s advisor Alexey Arestovich claimed that Russian forces has almost destroyed the country’s defense industry', 'display_url': 'tinyurl.com/fzb8mutt', 'end': 23, 'expanded_url': 'https://tinyurl.com/fzb8mutt', 'start': 0, 'status': 200, 'title': 'Ukraine says its defense industry has been almost destroyed — RT Russia & Former Soviet Union', 'unwound_url': 'https://www.rt.com/russia/553061-ukraine-defense-industry-russia/', 'url': 'https://t.co/MLuJfl0MYA'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","https://t.co/MLuJfl0MYA
""Ukraine reveals how badly its defense industry is destroyed"" 
This surprise by Russia's supporters at a lack of progress in the Ukraine has in a moment, at the negotiations, turned into, Kyiv has nothing left to fight with &amp; the war is just about over.",,792392ed-1992-4e51-a161-503e4bdefc58
1.49E+18,1.51E+18,2022-03-31 16:30:29+00:00,"{'annotations': [{'end': 6, 'normalized_text': 'Ukraine', 'probability': 0.9756, 'start': 0, 'type': 'Place'}, {'end': 91, 'normalized_text': 'USA', 'probability': 0.9757, 'start': 89, 'type': 'Place'}, {'end': 152, 'normalized_text': 'Russians', 'probability': 0.6975, 'start': 145, 'type': 'Person'}], 'urls': [{'display_url': 'Learn more', 'end': 107, 'expanded_url': 'https://support.twitter.com/articles/20169199', 'start': 97, 'url': 'https://support.twitter.com/articles/20169199'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",@trutbetold12's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,,792392ed-1992-4e51-a161-503e4bdefc58
1.49E+18,1.51E+18,2022-03-31 16:27:13+00:00,"{'annotations': [{'end': 6, 'normalized_text': 'Ukraine', 'probability': 0.9845, 'start': 0, 'type': 'Place'}, {'end': 62, 'normalized_text': 'USA', 'probability': 0.9456, 'start': 60, 'type': 'Place'}, {'end': 117, 'normalized_text': 'Russia', 'probability': 0.988, 'start': 112, 'type': 'Place'}, {'end': 166, 'normalized_text': 'Russia', 'probability': 0.9743, 'start': 161, 'type': 'Place'}, {'end': 190, 'normalized_text': 'USA', 'probability': 0.9891000000000001, 'start': 188, 'type': 'Place'}, {'end': 199, 'normalized_text': 'NATO', 'probability': 0.5537000000000001, 'start': 196, 'type': 'Organization'}, {'end': 225, 'normalized_text': 'NATO', 'probability': 0.592, 'start': 222, 'type': 'Organization'}], 'urls': [{'display_url': 'Learn more', 'end': 107, 'expanded_url': 'https://support.twitter.com/articles/20169199', 'start': 97, 'url': 'https://support.twitter.com/articles/20169199'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",@trutbetold12's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,,792392ed-1992-4e51-a161-503e4bdefc58
1.43E+18,1.51E+18,2022-03-31 16:16:48+00:00,"{'annotations': [{'end': 6, 'normalized_text': 'Twitter', 'probability': 0.608, 'start': 0, 'type': 'Organization'}], 'urls': [{'description': 'Ukrainian president’s advisor Alexey Arestovich claimed that Russian forces has almost destroyed the country’s defense industry', 'display_url': 'rt.com/russia/553061-…', 'end': 151, 'expanded_url': 'https://www.rt.com/russia/553061-ukraine-defense-industry-russia/', 'start': 128, 'title': 'Ukraine says its defense industry has been almost destroyed — RT Russia & Former Soviet Union', 'unwound_url': 'https://www.rt.com/russia/553061-ukraine-defense-industry-russia/', 'url': 'https://t.co/EVJtcxkCVC'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","Twitter, censorship was dominion of hard communist dominion, not of the ""free"", ""democratic"" ""enlightenment"" western society. 

https://t.co/EVJtcxkCVC",,792392ed-1992-4e51-a161-503e4bdefc58
1.32E+18,1.51E+18,2022-03-31 16:01:23+00:00,"{'annotations': [{'end': 6, 'normalized_text': 'Ukraine', 'probability': 0.9844, 'start': 0, 'type': 'Place'}, {'end': 70, 'normalized_text': 'Russia', 'probability': 0.9267000000000001, 'start': 65, 'type': 'Place'}], 'urls': [{'description': 'Ukrainian president’s advisor Alexey Arestovich claimed that Russian forces has almost destroyed the country’s defense industry', 'display_url': 'rt.com/russia/553061-…', 'end': 121, 'expanded_url': 'https://www.rt.com/russia/553061-ukraine-defense-industry-russia/', 'start': 98, 'title': 'Ukraine says its defense industry has been almost destroyed — RT Russia & Former Soviet Union', 'unwound_url': 'https://www.rt.com/russia/553061-ukraine-defense-industry-russia/', 'url': 'https://t.co/E0DT2nWwa7'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Ukraine reveals how badly its defense industry is destroyed — RT Russia &amp; Former Soviet Union https://t.co/E0DT2nWwa7,,792392ed-1992-4e51-a161-503e4bdefc58
2820027419,1.51E+18,2022-03-31 15:54:18+00:00,"{'annotations': [{'end': 6, 'normalized_text': 'Ukraine', 'probability': 0.9844, 'start': 0, 'type': 'Place'}, {'end': 70, 'normalized_text': 'Russia', 'probability': 0.9267000000000001, 'start': 65, 'type': 'Place'}], 'urls': [{'description': 'Ukrainian president’s advisor Alexey Arestovich claimed that Russian forces has almost destroyed the country’s defense industry', 'display_url': 'rt.com/russia/553061-…', 'end': 121, 'expanded_url': 'https://www.rt.com/russia/553061-ukraine-defense-industry-russia/', 'start': 98, 'title': 'Ukraine says its defense industry has been almost destroyed — RT Russia & Former Soviet Union', 'unwound_url': 'https://www.rt.com/russia/553061-ukraine-defense-industry-russia/', 'url': 'https://t.co/LUnPmLID0A'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Ukraine reveals how badly its defense industry is destroyed — RT Russia &amp; Former Soviet Union https://t.co/LUnPmLID0A,,792392ed-1992-4e51-a161-503e4bdefc58
8.28E+17,1.51E+18,2022-04-10 23:41:58+00:00,"{'annotations': [{'end': 6, 'normalized_text': 'Ukraine', 'probability': 0.9877, 'start': 0, 'type': 'Place'}, {'end': 96, 'normalized_text': 'Ukraine', 'probability': 0.9649000000000001, 'start': 90, 'type': 'Place'}, {'end': 131, 'normalized_text': 'YaM-1 moored', 'probability': 0.4244, 'start': 120, 'type': 'Place'}, {'end': 192, 'normalized_text': 'Black Sea', 'probability': 0.7974, 'start': 184, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 55, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 32, 'status': 200, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/XXMluIRj2g'}]}",1.51E+18,en,FALSE,"{'like_count': 2, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","Ukraine's Black Sea mine claims https://t.co/XXMluIRj2g the Russian defense ministry says Ukraine deployed some 420 old YaM-1 moored naval mines along its shores, including 370 in the Black Sea. About a dozen went adrift after their cables snapped during a storm early this month",,fe2c510f-cb10-481f-9f54-6c52ee67503f
1.48E+18,1.51E+18,2022-04-01 21:18:21+00:00,"{'urls': [{'description': 'Russia’s defense ministry has denied placing the explosives in the region, blaming Ukraine for their placement Ukraine’s President Volodymyr Zelensky lied to Norwegian lawmakers when he accused Moscow of deploying mines in the Black Sea to block foreign civilian ships from leaving Ukrainian ports, the Russian defense ministry said on Thursday. It instead accused Ukraine of being the culprit. The rebuke came in response to Zelensky’s Wednesday address to the Norwegian parliament, during which the Ukrainian', 'display_url': 'rt.com/russia/553050-…', 'end': 23, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/amp/', 'start': 0, 'status': 200, 'title': ""Moscow responds to Ukraine's Black Sea mine claims"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/amp/', 'url': 'https://t.co/o74yRKfjyV'}]}",1.51E+18,zxx,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",https://t.co/o74yRKfjyV,,fe2c510f-cb10-481f-9f54-6c52ee67503f
1.49E+18,1.51E+18,2022-04-01 14:15:02+00:00,"{'annotations': [{'end': 5, 'normalized_text': 'Moscow', 'probability': 0.8613000000000001, 'start': 0, 'type': 'Place'}, {'end': 25, 'normalized_text': 'Ukraine', 'probability': 0.9895, 'start': 19, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 74, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 51, 'status': 200, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/POR0pUNwp2'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Moscow responds to Ukraine's Black Sea mine claims https://t.co/POR0pUNwp2,,fe2c510f-cb10-481f-9f54-6c52ee67503f
1.51E+18,1.51E+18,2022-04-01 01:23:26+00:00,"{'annotations': [{'end': 5, 'normalized_text': 'Moscow', 'probability': 0.9069, 'start': 0, 'type': 'Place'}, {'end': 25, 'normalized_text': 'Ukraine', 'probability': 0.996, 'start': 19, 'type': 'Place'}, {'end': 61, 'normalized_text': 'Russia', 'probability': 0.9450000000000001, 'start': 56, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 112, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 89, 'status': 200, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/Rw03fZ0uBs'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Moscow responds to Ukraine's Black Sea mine claims — RT Russia &amp; Former Soviet Union https://t.co/Rw03fZ0uBs,,fe2c510f-cb10-481f-9f54-6c52ee67503f
1.25E+18,1.51E+18,2022-03-31 23:34:42+00:00,"{'annotations': [{'end': 5, 'normalized_text': 'Moscow', 'probability': 0.9069, 'start': 0, 'type': 'Place'}, {'end': 25, 'normalized_text': 'Ukraine', 'probability': 0.996, 'start': 19, 'type': 'Place'}, {'end': 61, 'normalized_text': 'Russia', 'probability': 0.9450000000000001, 'start': 56, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 112, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 89, 'status': 200, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/9tvA72pmnB'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Moscow responds to Ukraine's Black Sea mine claims — RT Russia &amp; Former Soviet Union https://t.co/9tvA72pmnB,,fe2c510f-cb10-481f-9f54-6c52ee67503f
1.44E+18,1.51E+18,2022-03-31 23:31:12+00:00,"{'annotations': [{'end': 5, 'normalized_text': 'Moscow', 'probability': 0.9069, 'start': 0, 'type': 'Place'}, {'end': 25, 'normalized_text': 'Ukraine', 'probability': 0.996, 'start': 19, 'type': 'Place'}, {'end': 61, 'normalized_text': 'Russia', 'probability': 0.9450000000000001, 'start': 56, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 112, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 89, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/iWHsgejSE8'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Moscow responds to Ukraine's Black Sea mine claims — RT Russia &amp; Former Soviet Union https://t.co/iWHsgejSE8,,fe2c510f-cb10-481f-9f54-6c52ee67503f
137633736,1.51E+18,2022-03-31 22:47:46+00:00,"{'annotations': [{'end': 113, 'normalized_text': 'ロシア', 'probability': 0.45180000000000003, 'start': 111, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 112, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 89, 'status': 200, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/MGKs2wEP4Q'}]}",1.51E+18,ja,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 1, 'retweet_count': 0}","Moscow responds to Ukraine's Black Sea mine claims — RT Russia &amp; Former Soviet Union https://t.co/MGKs2wEP4Q #
ロシアくん漂流機雷は10個と大幅下方修正
敷設が400ちょっとで流れてるのが10個なら現実的な数字ではある
ただ　だから　なんで　数がわかるんだよ？",,fe2c510f-cb10-481f-9f54-6c52ee67503f
489720515,1.51E+18,2022-03-31 20:21:14+00:00,"{'annotations': [{'end': 5, 'normalized_text': 'Moscow', 'probability': 0.9069, 'start': 0, 'type': 'Place'}, {'end': 25, 'normalized_text': 'Ukraine', 'probability': 0.996, 'start': 19, 'type': 'Place'}, {'end': 61, 'normalized_text': 'Russia', 'probability': 0.9450000000000001, 'start': 56, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 112, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 89, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/EgYCFXNMMF'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Moscow responds to Ukraine's Black Sea mine claims — RT Russia &amp; Former Soviet Union https://t.co/EgYCFXNMMF,,fe2c510f-cb10-481f-9f54-6c52ee67503f
25924647,1.51E+18,2022-03-31 19:52:33+00:00,"{'annotations': [{'end': 5, 'normalized_text': 'Moscow', 'probability': 0.8386, 'start': 0, 'type': 'Place'}, {'end': 25, 'normalized_text': 'Ukraine', 'probability': 0.9878, 'start': 19, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 74, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 51, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/ZINMm1lWOu'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 1, 'retweet_count': 0}",Moscow responds to Ukraine's Black Sea mine claims https://t.co/ZINMm1lWOu #,,fe2c510f-cb10-481f-9f54-6c52ee67503f
200838452,1.51E+18,2022-03-31 19:38:33+00:00,"{'annotations': [{'end': 5, 'normalized_text': 'Moscow', 'probability': 0.9069, 'start': 0, 'type': 'Place'}, {'end': 25, 'normalized_text': 'Ukraine', 'probability': 0.996, 'start': 19, 'type': 'Place'}, {'end': 61, 'normalized_text': 'Russia', 'probability': 0.9450000000000001, 'start': 56, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 112, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 89, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/EQRX4k1ySd'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Moscow responds to Ukraine's Black Sea mine claims — RT Russia &amp; Former Soviet Union https://t.co/EQRX4k1ySd,,fe2c510f-cb10-481f-9f54-6c52ee67503f
3320601891,1.51E+18,2022-03-31 19:03:47+00:00,"{'annotations': [{'end': 5, 'normalized_text': 'Moscow', 'probability': 0.8386, 'start': 0, 'type': 'Place'}, {'end': 25, 'normalized_text': 'Ukraine', 'probability': 0.9878, 'start': 19, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 74, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 51, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/1H86Ogqflw'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Moscow responds to Ukraine's Black Sea mine claims https://t.co/1H86Ogqflw #,,fe2c510f-cb10-481f-9f54-6c52ee67503f
30701862,1.51E+18,2022-03-31 17:34:22+00:00,"{'annotations': [{'end': 5, 'normalized_text': 'Moscow', 'probability': 0.8613000000000001, 'start': 0, 'type': 'Place'}, {'end': 25, 'normalized_text': 'Ukraine', 'probability': 0.9895, 'start': 19, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 74, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 51, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/qMh7PNvWqE'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Moscow responds to Ukraine's Black Sea mine claims https://t.co/qMh7PNvWqE,,fe2c510f-cb10-481f-9f54-6c52ee67503f
1.19E+18,1.51E+18,2022-03-31 14:40:36+00:00,"{'annotations': [{'end': 27, 'normalized_text': 'Zelensky', 'probability': 0.6204000000000001, 'start': 20, 'type': 'Person'}, {'end': 67, 'normalized_text': 'Moscow', 'probability': 0.7773, 'start': 62, 'type': 'Place'}, {'end': 112, 'normalized_text': 'Black Sea', 'probability': 0.8122, 'start': 104, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 135, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 112, 'status': 200, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/Talz5ofbpG'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}","Well let's face it, Zelensky is COMPLETELY fucked up !!! 🤨😑 Moscow responds to claims of mines in the Black Sea https://t.co/Talz5ofbpG",,fe2c510f-cb10-481f-9f54-6c52ee67503f
1.19E+18,1.51E+18,2022-03-31 14:35:56+00:00,"{'annotations': [{'end': 5, 'normalized_text': 'Moscow', 'probability': 0.8273, 'start': 0, 'type': 'Place'}, {'end': 50, 'normalized_text': 'Black Sea', 'probability': 0.8356, 'start': 42, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 75, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 52, 'status': 200, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/Talz5ofbpG'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Moscow responds to claims of mines in the Black Sea https://t.co/Talz5ofbpG,,fe2c510f-cb10-481f-9f54-6c52ee67503f
2820027419,1.51E+18,2022-03-31 14:26:03+00:00,"{'annotations': [{'end': 5, 'normalized_text': 'Moscow', 'probability': 0.8777, 'start': 0, 'type': 'Place'}, {'end': 50, 'normalized_text': 'Black Sea', 'probability': 0.9013, 'start': 42, 'type': 'Place'}, {'end': 62, 'normalized_text': 'Russia', 'probability': 0.9526, 'start': 57, 'type': 'Place'}], 'urls': [{'description': 'Russia denied claims made by President Volodymyr Zelensky that Russian naval mines threaten shipping in the Black Sea', 'display_url': 'rt.com/russia/553050-…', 'end': 113, 'expanded_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'images': [{'height': 551, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=orig', 'width': 980}, {'height': 150, 'url': 'https://pbs.twimg.com/news_img/1513301302721368067/OLEdsL40?format=jpg&name=150x150', 'width': 150}], 'start': 90, 'title': ""Moscow responds to Ukraine's Black Sea mine claims — RT Russia & Former Soviet Union"", 'unwound_url': 'https://www.rt.com/russia/553050-ukraine-black-sea-mines/', 'url': 'https://t.co/lxCeDl5l8A'}]}",1.51E+18,en,FALSE,"{'like_count': 0, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 0}",Moscow responds to claims of mines in the Black Sea — RT Russia &amp; Former Soviet Union https://t.co/lxCeDl5l8A,,fe2c510f-cb10-481f-9f54-6c52ee67503f
